date,district,month,visitors,year
01-03-2019,Komaram Bheem Asifabad,March,0,2019
01-04-2019,Komaram Bheem Asifabad,April,0,2019
01-05-2019,Komaram Bheem Asifabad,May,0,2019
01-06-2019,Komaram Bheem Asifabad,June,0,2019
01-07-2019,Komaram Bheem Asifabad,July,0,2019
01-08-2019,Komaram Bheem Asifabad,August,0,2019
01-09-2019,Komaram Bheem Asifabad,September,0,2019
01-10-2019,Komaram Bheem Asifabad,October,0,2019
01-11-2019,Komaram Bheem Asifabad,November,0,2019
01-12-2019,Komaram Bheem Asifabad,December,0,2019
01-01-2019,Mahabubabad ,January,0,2019
01-02-2019,Mahabubabad ,February,0,2019
01-03-2019,Mahabubabad ,March,0,2019
01-04-2019,Mahabubabad ,April,0,2019
01-05-2019,Mahabubabad ,May,0,2019
01-06-2019,Mahabubabad ,June,0,2019
01-07-2019,Mahabubabad ,July,0,2019
01-08-2019,Mahabubabad ,August,0,2019
01-09-2019,Mahabubabad ,September,0,2019
01-10-2019,Mahabubabad ,October,0,2019
01-11-2019,Mahabubabad ,November,0,2019
01-12-2019,Mahabubabad ,December,0,2019
01-01-2019,Mahbubnagar,January,45,2019
01-02-2019,Mahbubnagar,February,29,2019
01-03-2019,Mahbubnagar,March,28,2019
01-04-2019,Mahbubnagar,April,34,2019
01-05-2019,Mahbubnagar,May,20,2019
01-06-2019,Mahbubnagar,June,28,2019
01-07-2019,Mahbubnagar,July,47,2019
01-08-2019,Mahbubnagar,August,44,2019
01-09-2019,Mahbubnagar,September,34,2019
01-10-2019,Mahbubnagar,October,37,2019
01-11-2019,Mahbubnagar,November,68,2019
01-12-2019,Mahbubnagar,December,26,2019
01-01-2019,Mancherial,January,0,2019
01-02-2019,Mancherial,February,0,2019
01-03-2019,Mancherial,March,0,2019
01-04-2019,Mancherial,April,0,2019
01-05-2019,Mancherial,May,0,2019
01-06-2019,Mancherial,June,0,2019
01-07-2019,Mancherial,July,0,2019
01-08-2019,Mancherial,August,0,2019
01-09-2019,Mancherial,September,0,2019
01-10-2019,Mancherial,October,0,2019
01-11-2019,Mancherial,November,10,2019
01-12-2019,Mancherial,December,0,2019
01-01-2019,Medak ,January,0,2019
01-02-2019,Medak ,February,0,2019
01-03-2019,Medak ,March,0,2019
01-04-2019,Medak ,April,0,2019
01-05-2019,Medak ,May,0,2019
01-06-2019,Medak ,June,0,2019
01-07-2019,Medak ,July,0,2019
01-08-2019,Medak ,August,0,2019
01-09-2019,Medak ,September,0,2019
01-10-2019,Medak ,October,0,2019
01-11-2019,Medak ,November,0,2019
01-12-2019,Medak ,December,0,2019
01-01-2019,Medchal ,January, ,2019
01-02-2019,Medchal ,February, ,2019
01-03-2019,Medchal ,March, ,2019
01-04-2019,Medchal ,April, ,2019
01-05-2019,Medchal ,May, ,2019
01-06-2019,Medchal ,June, ,2019
01-07-2019,Medchal ,July, ,2019
01-08-2019,Medchal ,August, ,2019
01-09-2019,Medchal ,September, ,2019
01-10-2019,Medchal ,October, ,2019
01-11-2019,Medchal ,November, ,2019
01-12-2019,Medchal ,December, ,2019
01-01-2019,Mulugu,January,0,2019
01-02-2019,Mulugu,February,45,2019
01-03-2019,Mulugu,March,40,2019
01-04-2019,Mulugu,April,40,2019
01-05-2019,Mulugu,May,40,2019
01-06-2019,Mulugu,June,50,2019
01-07-2019,Mulugu,July,55,2019
01-08-2019,Mulugu,August,50,2019
01-09-2019,Mulugu,September,60,2019
01-10-2019,Mulugu,October,60,2019
01-11-2019,Mulugu,November,70,2019
01-12-2019,Mulugu,December,65,2019
01-01-2019,Nagarkurnool ,January,35,2019
01-02-2019,Nagarkurnool ,February,15,2019
01-03-2019,Nagarkurnool ,March,14,2019
01-04-2019,Nagarkurnool ,April,18,2019
01-05-2019,Nagarkurnool ,May,14,2019
01-06-2019,Nagarkurnool ,June,14,2019
01-07-2019,Nagarkurnool ,July,17,2019
01-08-2019,Nagarkurnool ,August,22,2019
01-09-2019,Nagarkurnool ,September,7,2019
01-10-2019,Nagarkurnool ,October,3,2019
01-11-2019,Nagarkurnool ,November,30,2019
01-12-2019,Nagarkurnool ,December,10,2019
01-01-2019,Nalgonda,January,0,2019
01-02-2019,Nalgonda,February,0,2019
01-03-2019,Nalgonda,March,0,2019
01-04-2019,Nalgonda,April,0,2019
01-05-2019,Nalgonda,May,0,2019
01-06-2019,Nalgonda,June,0,2019
01-07-2019,Nalgonda,July,0,2019
01-08-2019,Nalgonda,August,0,2019
01-09-2019,Nalgonda,September,0,2019
01-10-2019,Nalgonda,October,0,2019
01-11-2019,Nalgonda,November,0,2019
01-12-2019,Nalgonda,December,0,2019
01-01-2019,Narayanpet,January,0,2019
01-02-2019,Narayanpet,February,0,2019
01-03-2019,Narayanpet,March,0,2019
01-04-2019,Narayanpet,April,0,2019
01-05-2019,Narayanpet,May,0,2019
01-06-2019,Narayanpet,June,0,2019
01-07-2019,Narayanpet,July,0,2019
01-08-2019,Narayanpet,August,0,2019
01-09-2019,Narayanpet,September,0,2019
01-10-2019,Narayanpet,October,0,2019
01-11-2019,Narayanpet,November,0,2019
01-12-2019,Narayanpet,December,5,2019
01-01-2019,Nirmal,January,0,2019
01-02-2019,Nirmal,February,0,2019
01-03-2019,Nirmal,March,0,2019
01-04-2019,Nirmal,April,0,2019
01-05-2019,Nirmal,May,0,2019
01-06-2019,Nirmal,June,0,2019
01-07-2019,Nirmal,July,0,2019
01-08-2019,Nirmal,August,0,2019
01-09-2019,Nirmal,September,0,2019
01-10-2019,Nirmal,October,0,2019
01-11-2019,Nirmal,November,0,2019
01-12-2019,Nirmal,December,0,2019
01-01-2019,Nizamabad,January,0,2019
01-02-2019,Nizamabad,February,1,2019
01-03-2019,Nizamabad,March,0,2019
01-04-2019,Nizamabad,April,0,2019
01-05-2019,Nizamabad,May,0,2019
01-06-2019,Nizamabad,June,0,2019
01-07-2019,Nizamabad,July,0,2019
01-08-2019,Nizamabad,August,0,2019
01-09-2019,Nizamabad,September,0,2019
01-10-2019,Nizamabad,October,0,2019
01-11-2019,Nizamabad,November,0,2019
01-12-2019,Nizamabad,December,0,2019
01-01-2019,Peddapalli,January,0,2019
01-02-2019,Peddapalli,February,0,2019
01-03-2019,Peddapalli,March,0,2019
01-04-2019,Peddapalli,April,0,2019
01-05-2019,Peddapalli,May,0,2019
01-06-2019,Peddapalli,June,0,2019
01-07-2019,Peddapalli,July,0,2019
01-08-2019,Peddapalli,August,0,2019
01-09-2019,Peddapalli,September,0,2019
01-10-2019,Peddapalli,October,0,2019
01-11-2019,Peddapalli,November,0,2019
01-12-2019,Peddapalli,December,0,2019
01-01-2019,Rajanna Sircilla ,January,0,2019
01-02-2019,Rajanna Sircilla ,February,0,2019
01-03-2019,Rajanna Sircilla ,March,0,2019
01-04-2019,Rajanna Sircilla ,April,0,2019
01-05-2019,Rajanna Sircilla ,May,0,2019
01-06-2019,Rajanna Sircilla ,June,0,2019
01-07-2019,Rajanna Sircilla ,July,0,2019
01-08-2019,Rajanna Sircilla ,August,0,2019
01-09-2019,Rajanna Sircilla ,September,0,2019
01-10-2019,Rajanna Sircilla ,October,0,2019
01-11-2019,Rajanna Sircilla ,November,0,2019
01-12-2019,Rajanna Sircilla ,December,0,2019
01-01-2019,Ranga Reddy,January, ,2019
01-02-2019,Ranga Reddy,February, ,2019
01-03-2019,Ranga Reddy,March, ,2019
01-04-2019,Ranga Reddy,April, ,2019
01-05-2019,Ranga Reddy,May, ,2019
01-06-2019,Ranga Reddy,June, ,2019
01-07-2019,Ranga Reddy,July, ,2019
01-08-2019,Ranga Reddy,August, ,2019
01-09-2019,Ranga Reddy,September, ,2019
01-10-2019,Ranga Reddy,October, ,2019
01-11-2019,Ranga Reddy,November, ,2019
01-12-2019,Ranga Reddy,December, ,2019
01-01-2019,Sangareddy ,January,0,2019
01-02-2019,Sangareddy ,February,0,2019
01-03-2019,Sangareddy ,March,0,2019
01-04-2019,Sangareddy ,April,0,2019
01-05-2019,Sangareddy ,May,0,2019
01-06-2019,Sangareddy ,June,0,2019
01-07-2019,Sangareddy ,July,0,2019
01-08-2019,Sangareddy ,August,0,2019
01-09-2019,Sangareddy ,September,0,2019
01-10-2019,Sangareddy ,October,0,2019
01-11-2019,Sangareddy ,November,0,2019
01-12-2019,Sangareddy ,December,0,2019
01-01-2019,Siddipet,January,0,2019
01-02-2019,Siddipet,February,0,2019
01-03-2019,Siddipet,March,0,2019
01-04-2019,Siddipet,April,0,2019
01-05-2019,Siddipet,May,0,2019
01-06-2019,Siddipet,June,0,2019
01-07-2019,Siddipet,July,0,2019
01-08-2019,Siddipet,August,0,2019
01-09-2019,Siddipet,September,0,2019
01-10-2019,Siddipet,October,0,2019
01-11-2019,Siddipet,November,0,2019
01-12-2019,Siddipet,December,0,2019
01-01-2019,Suryapet,January,0,2019
01-02-2019,Suryapet,February,0,2019
01-03-2019,Suryapet,March,0,2019
01-04-2019,Suryapet,April,0,2019
01-05-2019,Suryapet,May,0,2019
01-06-2019,Suryapet,June,0,2019
01-07-2019,Suryapet,July,0,2019
01-08-2019,Suryapet,August,0,2019
01-09-2019,Suryapet,September,0,2019
01-10-2019,Suryapet,October,0,2019
01-11-2019,Suryapet,November,0,2019
01-12-2019,Suryapet,December,0,2019
01-01-2019,Vikarabad,January, ,2019
01-02-2019,Vikarabad,February, ,2019
01-03-2019,Vikarabad,March, ,2019
01-04-2019,Vikarabad,April, ,2019
01-05-2019,Vikarabad,May, ,2019
01-06-2019,Vikarabad,June, ,2019
01-07-2019,Vikarabad,July, ,2019
01-08-2019,Vikarabad,August, ,2019
01-09-2019,Vikarabad,September, ,2019
01-10-2019,Vikarabad,October, ,2019
01-11-2019,Vikarabad,November, ,2019
01-12-2019,Vikarabad,December, ,2019
01-01-2019,Wanaparthy ,January,0,2019
01-02-2019,Wanaparthy ,February,0,2019
01-03-2019,Wanaparthy ,March,0,2019
01-04-2019,Wanaparthy ,April,0,2019
01-05-2019,Wanaparthy ,May,0,2019
01-06-2019,Wanaparthy ,June,0,2019
01-07-2019,Wanaparthy ,July,0,2019
01-08-2019,Wanaparthy ,August,0,2019
01-09-2019,Wanaparthy ,September,0,2019
01-10-2019,Wanaparthy ,October,0,2019
01-11-2019,Wanaparthy ,November,0,2019
01-12-2019,Wanaparthy ,December,0,2019
01-01-2019,Warangal (Rural),January,0,2019
01-02-2019,Warangal (Rural),February,0,2019
01-03-2019,Warangal (Rural),March,0,2019
01-04-2019,Warangal (Rural),April,0,2019
01-05-2019,Warangal (Rural),May,0,2019
01-06-2019,Warangal (Rural),June,0,2019
01-07-2019,Warangal (Rural),July,0,2019
01-08-2019,Warangal (Rural),August,0,2019
01-09-2019,Warangal (Rural),September,0,2019
01-10-2019,Warangal (Rural),October,0,2019
01-11-2019,Warangal (Rural),November,0,2019
01-12-2019,Warangal (Rural),December,0,2019
01-01-2019,Warangal (Urban),January,175,2019
01-02-2019,Warangal (Urban),February,200,2019
01-03-2019,Warangal (Urban),March,200,2019
01-04-2019,Warangal (Urban),April,190,2019
01-05-2019,Warangal (Urban),May,175,2019
01-06-2019,Warangal (Urban),June,195,2019
01-07-2019,Warangal (Urban),July,185,2019
01-08-2019,Warangal (Urban),August,230,2019
01-09-2019,Warangal (Urban),September,240,2019
01-10-2019,Warangal (Urban),October,220,2019
01-11-2019,Warangal (Urban),November,230,2019
01-12-2019,Warangal (Urban),December,210,2019
01-01-2019,Yadadri Bhongir,January,0,2019
01-02-2019,Yadadri Bhongir,February,0,2019
01-03-2019,Yadadri Bhongir,March,0,2019
01-04-2019,Yadadri Bhongir,April,0,2019
01-05-2019,Yadadri Bhongir,May,0,2019
01-06-2019,Yadadri Bhongir,June,0,2019
01-07-2019,Yadadri Bhongir,July,0,2019
01-08-2019,Yadadri Bhongir,August,0,2019
01-09-2019,Yadadri Bhongir,September,0,2019
01-10-2019,Yadadri Bhongir,October,0,2019
01-11-2019,Yadadri Bhongir,November,0,2019
01-12-2019,Yadadri Bhongir,December,0,2019
